,visit_id,cookie_id,page_id,event_type,sequence_number,event_time
404,cfbc1c,f71771,1,1,1,2020-01-08 04:52:56.568251
405,cfbc1c,f71771,2,1,2,2020-01-08 04:53:20.97567
406,cfbc1c,f71771,6,1,3,2020-01-08 04:54:05.681278
407,cfbc1c,f71771,9,1,4,2020-01-08 04:54:06.508685
408,cfbc1c,f71771,11,1,5,2020-01-08 04:54:09.421552
409,cfbc1c,f71771,11,2,6,2020-01-08 04:54:35.879431
410,cfbc1c,f71771,12,1,7,2020-01-08 04:55:34.032913
411,cfbc1c,f71771,13,3,8,2020-01-08 04:56:12.48105
412,cf849f,6c8349,1,1,1,2020-02-09 11:31:50.231946
413,cf849f,6c8349,2,1,2,2020-02-09 11:32:44.777391
414,cf849f,6c8349,3,1,3,2020-02-09 11:33:43.197797
415,cf849f,6c8349,3,2,4,2020-02-09 11:34:40.562235
416,cf849f,6c8349,4,1,5,2020-02-09 11:34:56.112973
417,cf849f,6c8349,4,2,6,2020-02-09 11:35:21.520959
418,cf849f,6c8349,6,1,7,2020-02-09 11:35:22.245468
419,cf849f,6c8349,9,1,8,2020-02-09 11:36:20.640626
420,cf849f,6c8349,11,1,9,2020-02-09 11:36:27.83912
421,d400f3,d9d4f4,1,1,1,2020-01-25 09:43:32.258825
422,d400f3,d9d4f4,2,1,2,2020-01-25 09:44:06.443476
423,d400f3,d9d4f4,5,1,3,2020-01-25 09:44:30.140154
424,d400f3,d9d4f4,5,2,4,2020-01-25 09:45:23.731938
425,d400f3,d9d4f4,6,1,5,2020-01-25 09:45:31.090059
426,d400f3,d9d4f4,6,2,6,2020-01-25 09:46:17.651499
427,d400f3,d9d4f4,10,1,7,2020-01-25 09:46:29.106316
428,d400f3,d9d4f4,12,1,8,2020-01-25 09:46:38.160617
429,d400f3,d9d4f4,13,3,9,2020-01-25 09:47:34.292167
430,a59fa0,67c6a1,1,1,1,2020-02-20 21:55:32.2642
431,a59fa0,67c6a1,2,1,2,2020-02-20 21:55:41.504557
432,a59fa0,67c6a1,3,1,3,2020-02-20 21:56:27.332169
433,a59fa0,67c6a1,3,2,4,2020-02-20 21:57:20.597676
434,a59fa0,67c6a1,9,1,5,2020-02-20 21:57:34.902999
435,a59fa0,67c6a1,12,1,6,2020-02-20 21:57:40.926722
436,3e7fc5,642e92,1,1,1,2020-02-21 09:14:25.675661
437,3e7fc5,642e92,2,1,2,2020-02-21 09:14:48.948903
438,3e7fc5,642e92,3,1,3,2020-02-21 09:15:15.750003
439,3e7fc5,642e92,3,2,4,2020-02-21 09:16:02.714932
440,3e7fc5,642e92,4,1,5,2020-02-21 09:16:32.985616
441,3e7fc5,642e92,6,1,6,2020-02-21 09:17:15.492116
442,3e7fc5,642e92,7,1,7,2020-02-21 09:17:47.033264
443,3e7fc5,642e92,8,1,8,2020-02-21 09:17:54.504507
444,3e7fc5,642e92,8,2,9,2020-02-21 09:18:21.973709
445,3e7fc5,642e92,9,1,10,2020-02-21 09:18:52.355306
446,7da3f2,f457c5,1,1,1,2020-01-07 15:38:30.839708
447,7da3f2,f457c5,2,1,2,2020-01-07 15:39:06.069838
448,7da3f2,f457c5,3,1,3,2020-01-07 15:39:53.079454
449,7da3f2,f457c5,3,2,4,2020-01-07 15:40:21.890177
450,7da3f2,f457c5,4,1,5,2020-01-07 15:40:22.651006
451,7da3f2,f457c5,4,2,6,2020-01-07 15:41:03.987775
452,7da3f2,f457c5,7,1,7,2020-01-07 15:41:21.894963
453,7da3f2,f457c5,10,1,8,2020-01-07 15:41:33.127936
454,7da3f2,f457c5,10,2,9,2020-01-07 15:41:54.496397
455,7da3f2,f457c5,12,1,10,2020-01-07 15:42:26.148579
456,d337c9,c0c7c7,1,1,1,2020-02-13 12:26:35.143364
457,d337c9,c0c7c7,2,1,2,2020-02-13 12:26:55.285368
458,d337c9,c0c7c7,6,1,3,2020-02-13 12:27:50.903149
459,d337c9,c0c7c7,7,1,4,2020-02-13 12:28:45.976445
460,d337c9,c0c7c7,9,1,5,2020-02-13 12:29:39.537369
461,d337c9,c0c7c7,10,1,6,2020-02-13 12:30:37.717832
462,d337c9,c0c7c7,10,2,7,2020-02-13 12:31:06.100879
463,d337c9,c0c7c7,11,1,8,2020-02-13 12:31:10.048103
464,d337c9,c0c7c7,12,1,9,2020-02-13 12:31:31.741437
465,d337c9,c0c7c7,13,3,10,2020-02-13 12:32:27.777334
466,fcc0cb,283802,1,1,1,2020-01-04 01:36:34.379692
467,fcc0cb,283802,2,1,2,2020-01-04 01:37:20.623822
468,fcc0cb,283802,4,1,3,2020-01-04 01:37:52.120279
469,fcc0cb,283802,5,1,4,2020-01-04 01:38:33.695121
470,fcc0cb,283802,5,2,5,2020-01-04 01:39:03.939575
471,fcc0cb,283802,8,1,6,2020-01-04 01:39:28.498464
472,fcc0cb,283802,8,2,7,2020-01-04 01:39:39.170681
473,fcc0cb,283802,9,1,8,2020-01-04 01:40:24.418447
474,fcc0cb,283802,10,1,9,2020-01-04 01:40:53.576944
475,fcc0cb,283802,10,2,10,2020-01-04 01:41:46.333288
476,fcc0cb,283802,11,1,11,2020-01-04 01:42:04.759482
477,fcc0cb,283802,11,2,12,2020-01-04 01:42:40.496706
478,fcc0cb,283802,12,1,13,2020-01-04 01:42:41.767431
479,fcc0cb,283802,13,3,14,2020-01-04 01:42:49.55179
480,85fdaf,9a1158,1,1,1,2020-02-19 23:49:26.139854
481,85fdaf,9a1158,4,1,2,2020-02-19 23:49:53.726401
482,85fdaf,9a1158,5,1,3,2020-02-19 23:50:49.961437
483,85fdaf,9a1158,5,2,4,2020-02-19 23:51:31.668281
484,85fdaf,9a1158,6,1,5,2020-02-19 23:52:01.699583
485,85fdaf,9a1158,10,1,6,2020-02-19 23:52:27.942677
486,85fdaf,9a1158,10,2,7,2020-02-19 23:53:18.647417
487,9f4c50,d82c8d,1,1,1,2020-02-06 19:18:46.151777
488,9f4c50,d82c8d,2,1,2,2020-02-06 19:19:30.436381
489,9f4c50,d82c8d,3,1,3,2020-02-06 19:20:04.015473
490,9f4c50,d82c8d,4,1,4,2020-02-06 19:20:43.211042
491,9f4c50,d82c8d,4,2,5,2020-02-06 19:21:20.750201
492,9f4c50,d82c8d,5,1,6,2020-02-06 19:21:26.471143
493,9f4c50,d82c8d,7,1,7,2020-02-06 19:22:08.867948
494,9f4c50,d82c8d,7,2,8,2020-02-06 19:22:24.430756
495,9f4c50,d82c8d,8,1,9,2020-02-06 19:22:42.2011
496,9f4c50,d82c8d,8,2,10,2020-02-06 19:23:08.177915
497,9f4c50,d82c8d,9,1,11,2020-02-06 19:23:08.383512
498,9f4c50,d82c8d,11,1,12,2020-02-06 19:23:09.05135
499,9f4c50,d82c8d,11,2,13,2020-02-06 19:23:45.680615
500,9f4c50,d82c8d,12,1,14,2020-02-06 19:23:47.70355
501,9f4c50,d82c8d,13,3,15,2020-02-06 19:24:09.793167
502,a4308c,a684ec,1,1,1,2020-01-30 07:08:42.017055
503,a4308c,a684ec,2,1,2,2020-01-30 07:09:09.558815
504,a4308c,a684ec,7,1,3,2020-01-30 07:09:59.514943
505,a4308c,a684ec,7,2,4,2020-01-30 07:10:48.556998
506,a4308c,a684ec,10,1,5,2020-01-30 07:11:03.041266
507,a4308c,a684ec,10,2,6,2020-01-30 07:11:53.596409
508,a4308c,a684ec,12,1,7,2020-01-30 07:12:10.632858
509,a4308c,a684ec,13,3,8,2020-01-30 07:12:13.379298
510,168168,b53b3a,1,1,1,2020-01-26 11:30:09.351099
511,168168,b53b3a,2,1,2,2020-01-26 11:30:58.247761
512,168168,b53b3a,3,1,3,2020-01-26 11:31:05.549375
513,168168,b53b3a,3,2,4,2020-01-26 11:31:33.569002
514,168168,b53b3a,5,1,5,2020-01-26 11:31:43.404295
515,168168,b53b3a,5,2,6,2020-01-26 11:32:22.592082
516,168168,b53b3a,6,1,7,2020-01-26 11:32:38.231714
517,168168,b53b3a,6,2,8,2020-01-26 11:33:10.429266
518,168168,b53b3a,7,1,9,2020-01-26 11:34:01.460752
519,168168,b53b3a,7,2,10,2020-01-26 11:34:24.072281
520,168168,b53b3a,8,1,11,2020-01-26 11:34:43.283952
521,168168,b53b3a,8,2,12,2020-01-26 11:34:58.802203
522,168168,b53b3a,9,1,13,2020-01-26 11:35:21.35116
523,168168,b53b3a,9,2,14,2020-01-26 11:35:34.976829
524,168168,b53b3a,12,1,15,2020-01-26 11:36:31.259445
525,168168,b53b3a,13,3,16,2020-01-26 11:36:38.312464
526,f09994,9f6140,1,1,1,2020-02-24 04:08:22.478461
527,f09994,9f6140,2,1,2,2020-02-24 04:08:33.879538
528,f09994,9f6140,3,1,3,2020-02-24 04:09:19.89194
529,f09994,9f6140,4,1,4,2020-02-24 04:09:32.259109
530,f09994,9f6140,6,1,5,2020-02-24 04:09:35.450116
531,f09994,9f6140,6,2,6,2020-02-24 04:09:48.734465
532,f09994,9f6140,7,1,7,2020-02-24 04:10:02.318857
533,f09994,9f6140,11,1,8,2020-02-24 04:10:58.458078
534,f09994,9f6140,12,1,9,2020-02-24 04:11:12.561094
535,f09994,9f6140,13,3,10,2020-02-24 04:12:10.371075
536,55d71b,72b32a,1,1,1,2020-01-06 20:49:24.071174
537,55d71b,72b32a,4,1,2,2020-01-06 20:50:04.655446
538,55d71b,72b32a,6,1,3,2020-01-06 20:50:51.783853
539,55d71b,72b32a,6,2,4,2020-01-06 20:51:06.039806
540,55d71b,72b32a,7,1,5,2020-01-06 20:51:08.730921
541,55d71b,72b32a,12,1,6,2020-01-06 20:51:54.763312
542,55d71b,72b32a,13,3,7,2020-01-06 20:52:49.286376
543,e06c2d,66f041,1,1,1,2020-01-26 06:51:50.711752
544,e06c2d,66f041,2,1,2,2020-01-26 06:52:35.296036
545,e06c2d,66f041,3,1,3,2020-01-26 06:53:03.776571
546,e06c2d,66f041,3,2,4,2020-01-26 06:53:50.858271
547,e06c2d,66f041,6,1,5,2020-01-26 06:54:36.431184
548,e06c2d,66f041,9,1,6,2020-01-26 06:54:55.997027
549,e06c2d,66f041,9,2,7,2020-01-26 06:55:33.727058
550,e06c2d,66f041,11,1,8,2020-01-26 06:56:06.390923
551,e06c2d,66f041,11,2,9,2020-01-26 06:56:31.344509
552,e06c2d,66f041,12,1,10,2020-01-26 06:56:50.644194
553,e06c2d,66f041,13,3,11,2020-01-26 06:57:48.620995
554,dd5d75,093f65,1,1,1,2020-01-31 20:03:35.803351
555,dd5d75,093f65,2,1,2,2020-01-31 20:04:21.354084
556,dd5d75,093f65,5,1,3,2020-01-31 20:04:28.298304
557,dd5d75,093f65,5,2,4,2020-01-31 20:05:11.452728
558,dd5d75,093f65,11,1,5,2020-01-31 20:05:25.307566
559,dd5d75,093f65,12,1,6,2020-01-31 20:06:07.174926
560,dd5d75,093f65,13,3,7,2020-01-31 20:07:06.343433
561,723140,072b03,1,1,1,2020-01-19 17:46:25.284881
562,723140,072b03,2,1,2,2020-01-19 17:47:07.197525
563,723140,072b03,6,1,3,2020-01-19 17:47:24.731408
564,723140,072b03,6,2,4,2020-01-19 17:47:57.04825
565,723140,072b03,7,1,5,2020-01-19 17:48:50.430526
566,723140,072b03,8,1,6,2020-01-19 17:49:38.324995
567,723140,072b03,8,2,7,2020-01-19 17:49:49.359058
568,723140,072b03,9,1,8,2020-01-19 17:49:54.122293
569,723140,072b03,11,1,9,2020-01-19 17:50:00.323749
570,723140,072b03,11,2,10,2020-01-19 17:50:59.756911
571,723140,072b03,12,1,11,2020-01-19 17:51:58.329918
572,ef4cdd,7f39f8,1,1,1,2020-02-06 22:04:20.534435
573,ef4cdd,7f39f8,2,1,2,2020-02-06 22:04:57.52453
574,ef4cdd,7f39f8,3,1,3,2020-02-06 22:05:28.650881
575,ef4cdd,7f39f8,3,2,4,2020-02-06 22:06:28.050429
576,ef4cdd,7f39f8,6,1,5,2020-02-06 22:06:56.433851
577,ef4cdd,7f39f8,6,2,6,2020-02-06 22:07:30.234055
578,ef4cdd,7f39f8,7,1,7,2020-02-06 22:07:47.508127
579,ef4cdd,7f39f8,7,2,8,2020-02-06 22:08:43.633857
580,ef4cdd,7f39f8,9,1,9,2020-02-06 22:09:14.161082
581,ef4cdd,7f39f8,9,2,10,2020-02-06 22:09:23.517126
582,ef4cdd,7f39f8,12,1,11,2020-02-06 22:10:10.21801
583,ef4cdd,7f39f8,13,3,12,2020-02-06 22:10:30.27838
584,bb75e2,44f683,1,1,1,2020-02-04 03:06:51.119185
585,bb75e2,44f683,2,1,2,2020-02-04 03:07:00.220784
586,bb75e2,44f683,3,1,3,2020-02-04 03:07:36.472225
587,bb75e2,44f683,3,2,4,2020-02-04 03:08:24.986512
588,bb75e2,44f683,4,1,5,2020-02-04 03:08:41.58855
589,bb75e2,44f683,4,2,6,2020-02-04 03:08:44.934773
590,bb75e2,44f683,5,1,7,2020-02-04 03:09:39.152613
591,bb75e2,44f683,6,1,8,2020-02-04 03:10:00.385848
592,bb75e2,44f683,6,2,9,2020-02-04 03:10:43.20562
593,bb75e2,44f683,8,1,10,2020-02-04 03:11:11.360636
594,bb75e2,44f683,11,1,11,2020-02-04 03:11:35.635825
595,bb75e2,44f683,11,2,12,2020-02-04 03:12:33.709427
596,bb75e2,44f683,12,1,13,2020-02-04 03:13:25.095732
597,bb75e2,44f683,13,3,14,2020-02-04 03:13:38.193204
598,b3518b,03afdb,1,1,1,2020-02-21 15:54:16.916113
599,b3518b,03afdb,2,1,2,2020-02-21 15:54:38.265188
600,b3518b,03afdb,3,1,3,2020-02-21 15:55:01.981209
601,b3518b,03afdb,4,1,4,2020-02-21 15:55:33.072697
602,b3518b,03afdb,4,2,5,2020-02-21 15:56:27.820372
603,b3518b,03afdb,8,1,6,2020-02-21 15:56:34.385615
604,b3518b,03afdb,8,2,7,2020-02-21 15:57:01.21744
605,b3518b,03afdb,9,1,8,2020-02-21 15:57:11.124205
606,b3518b,03afdb,9,2,9,2020-02-21 15:57:23.80959
607,b3518b,03afdb,10,1,10,2020-02-21 15:57:34.000495
608,b3518b,03afdb,10,2,11,2020-02-21 15:57:46.611197
609,b3518b,03afdb,11,1,12,2020-02-21 15:58:11.578918
610,b3518b,03afdb,11,2,13,2020-02-21 15:58:14.048803
611,c3f01e,ea5d2f,1,1,1,2020-01-29 06:36:52.476051
612,c3f01e,ea5d2f,6,1,2,2020-01-29 06:37:38.075485
613,c3f01e,ea5d2f,6,2,3,2020-01-29 06:38:00.273399
614,c3f01e,ea5d2f,9,1,4,2020-01-29 06:38:04.130152
615,c3f01e,ea5d2f,9,2,5,2020-01-29 06:38:14.482514
616,c3f01e,ea5d2f,12,1,6,2020-01-29 06:38:53.209334
617,f9fce2,fc490c,1,1,1,2020-01-15 05:54:19.533642
618,f9fce2,fc490c,5,1,2,2020-01-15 05:55:15.021266
619,f9fce2,fc490c,5,2,3,2020-01-15 05:56:02.347041
620,f9fce2,fc490c,6,1,4,2020-01-15 05:56:05.270588
621,f9fce2,fc490c,7,1,5,2020-01-15 05:56:25.251848
622,f9fce2,fc490c,7,2,6,2020-01-15 05:57:09.469893
623,f9fce2,fc490c,10,1,7,2020-01-15 05:57:56.793939
624,f9fce2,fc490c,10,2,8,2020-01-15 05:58:54.511474
625,f9fce2,fc490c,11,1,9,2020-01-15 05:59:47.070543
626,f9fce2,fc490c,12,1,10,2020-01-15 06:00:46.189072
627,f9fce2,fc490c,13,3,11,2020-01-15 06:01:03.918925
628,ac9892,3295c7,1,1,1,2020-01-13 08:01:07.534649
629,ac9892,3295c7,2,1,2,2020-01-13 08:01:58.369709
630,ac9892,3295c7,4,1,3,2020-01-13 08:02:03.274351
631,ac9892,3295c7,4,2,4,2020-01-13 08:02:32.262937
632,ac9892,3295c7,6,1,5,2020-01-13 08:02:52.728403
633,ac9892,3295c7,9,1,6,2020-01-13 08:03:36.031435
634,ac9892,3295c7,9,2,7,2020-01-13 08:04:17.086084
635,ac9892,3295c7,10,1,8,2020-01-13 08:05:01.430064
636,80e393,735b90,1,1,1,2020-02-16 22:04:10.528776
637,80e393,735b90,2,1,2,2020-02-16 22:04:51.159717
638,80e393,735b90,5,1,3,2020-02-16 22:04:59.406526
639,80e393,735b90,5,2,4,2020-02-16 22:05:51.610395
640,80e393,735b90,6,1,5,2020-02-16 22:06:15.879417
641,80e393,735b90,6,2,6,2020-02-16 22:06:30.928466
642,80e393,735b90,7,1,7,2020-02-16 22:06:40.114038
643,80e393,735b90,9,1,8,2020-02-16 22:07:22.559028
644,80e393,735b90,9,2,9,2020-02-16 22:07:59.949366
645,80e393,735b90,10,1,10,2020-02-16 22:08:14.595189
646,80e393,735b90,10,2,11,2020-02-16 22:08:51.950718
647,80e393,735b90,12,1,12,2020-02-16 22:09:05.354848
648,591a6c,a3f390,1,1,1,2020-01-07 00:41:01.109914
649,591a6c,a3f390,5,1,2,2020-01-07 00:41:45.984667
650,591a6c,a3f390,7,1,3,2020-01-07 00:42:08.374171
651,591a6c,a3f390,7,2,4,2020-01-07 00:42:56.939391
652,591a6c,a3f390,8,1,5,2020-01-07 00:43:42.636002
653,591a6c,a3f390,8,2,6,2020-01-07 00:44:37.3157
654,591a6c,a3f390,9,1,7,2020-01-07 00:45:25.235826
655,591a6c,a3f390,12,1,8,2020-01-07 00:46:07.135173
656,591a6c,a3f390,13,3,9,2020-01-07 00:46:08.205578
657,3953e3,14bfa6,1,1,1,2020-01-02 20:51:14.801353
658,3953e3,14bfa6,2,1,2,2020-01-02 20:51:44.101521
659,3953e3,14bfa6,4,1,3,2020-01-02 20:52:37.269029
660,3953e3,14bfa6,4,2,4,2020-01-02 20:52:42.166997
661,3953e3,14bfa6,5,1,5,2020-01-02 20:53:41.296405
662,3953e3,14bfa6,12,1,6,2020-01-02 20:53:46.707112
663,3953e3,14bfa6,13,3,7,2020-01-02 20:54:18.998778
664,76757e,7cbbc4,1,1,1,2020-01-04 12:02:50.028581
665,76757e,7cbbc4,2,1,2,2020-01-04 12:03:23.820874
666,76757e,7cbbc4,3,1,3,2020-01-04 12:04:12.288501
667,76757e,7cbbc4,3,2,4,2020-01-04 12:04:50.245566
668,76757e,7cbbc4,5,1,5,2020-01-04 12:05:24.137117
669,76757e,7cbbc4,8,1,6,2020-01-04 12:05:35.989203
670,76757e,7cbbc4,11,1,7,2020-01-04 12:06:06.747031
671,76757e,7cbbc4,12,1,8,2020-01-04 12:06:13.933985
672,76757e,7cbbc4,13,3,9,2020-01-04 12:06:46.000722
673,5b3d3c,e2c420,1,1,1,2020-02-03 15:05:27.564898
674,5b3d3c,e2c420,2,1,2,2020-02-03 15:05:36.252697
675,5b3d3c,e2c420,3,1,3,2020-02-03 15:06:13.686818
676,5b3d3c,e2c420,3,2,4,2020-02-03 15:07:04.765777
677,5b3d3c,e2c420,4,1,5,2020-02-03 15:07:49.907158
678,5b3d3c,e2c420,4,2,6,2020-02-03 15:08:45.450918
679,5b3d3c,e2c420,5,1,7,2020-02-03 15:08:49.124046
680,5b3d3c,e2c420,6,1,8,2020-02-03 15:09:09.06937
681,5b3d3c,e2c420,7,1,9,2020-02-03 15:09:53.766863
682,5b3d3c,e2c420,7,2,10,2020-02-03 15:09:58.921182
683,5b3d3c,e2c420,11,1,11,2020-02-03 15:10:41.378287
684,5b3d3c,e2c420,11,2,12,2020-02-03 15:11:29.291663
685,938bbb,32bb90,1,1,1,2020-01-13 15:02:02.724094
686,938bbb,32bb90,2,1,2,2020-01-13 15:02:13.308315
687,938bbb,32bb90,3,1,3,2020-01-13 15:02:14.108633
688,938bbb,32bb90,4,1,4,2020-01-13 15:02:58.92417
689,938bbb,32bb90,6,1,5,2020-01-13 15:03:39.994019
690,938bbb,32bb90,6,2,6,2020-01-13 15:03:40.05805
691,938bbb,32bb90,8,1,7,2020-01-13 15:04:11.843223
692,938bbb,32bb90,9,1,8,2020-01-13 15:04:46.793631
693,938bbb,32bb90,11,1,9,2020-01-13 15:04:58.96814
694,938bbb,32bb90,11,2,10,2020-01-13 15:05:16.487638
695,938bbb,32bb90,12,1,11,2020-01-13 15:05:33.441371
696,938bbb,32bb90,13,3,12,2020-01-13 15:06:13.747188
697,a1e59a,d2ddea,1,1,1,2020-02-13 06:42:35.077196
698,a1e59a,d2ddea,2,1,2,2020-02-13 06:42:40.312648
699,a1e59a,d2ddea,5,1,3,2020-02-13 06:42:55.104468
700,a1e59a,d2ddea,10,1,4,2020-02-13 06:43:20.233589
701,a1e59a,d2ddea,10,2,5,2020-02-13 06:43:20.484415
702,a1e59a,d2ddea,11,1,6,2020-02-13 06:43:41.492171
703,a1e59a,d2ddea,11,2,7,2020-02-13 06:43:45.473291
704,ce9f62,ad61ab,1,1,1,2020-02-11 11:16:48.925932
705,ce9f62,ad61ab,2,1,2,2020-02-11 11:17:03.18882
706,ce9f62,ad61ab,3,1,3,2020-02-11 11:17:11.989459
707,ce9f62,ad61ab,5,1,4,2020-02-11 11:17:50.458935
708,ce9f62,ad61ab,6,1,5,2020-02-11 11:18:06.763526
709,ce9f62,ad61ab,10,1,6,2020-02-11 11:19:01.767569
710,ce9f62,ad61ab,10,2,7,2020-02-11 11:19:49.983976
711,ce9f62,ad61ab,11,1,8,2020-02-11 11:19:51.733241
712,ce9f62,ad61ab,12,1,9,2020-02-11 11:20:08.178203
713,64a986,d09bf4,1,1,1,2020-01-19 06:08:50.715711
714,64a986,d09bf4,3,1,2,2020-01-19 06:08:50.777328
715,64a986,d09bf4,4,1,3,2020-01-19 06:09:09.60687
716,64a986,d09bf4,4,2,4,2020-01-19 06:09:22.219443
717,64a986,d09bf4,5,1,5,2020-01-19 06:10:16.264598
718,64a986,d09bf4,5,2,6,2020-01-19 06:10:57.496815
719,64a986,d09bf4,6,1,7,2020-01-19 06:11:51.399432
720,64a986,d09bf4,8,1,8,2020-01-19 06:12:27.195738
721,64a986,d09bf4,8,2,9,2020-01-19 06:12:39.753319
722,64a986,d09bf4,9,1,10,2020-01-19 06:12:50.769834
723,64a986,d09bf4,9,2,11,2020-01-19 06:13:18.677418
724,64a986,d09bf4,12,1,12,2020-01-19 06:13:34.077493
725,64a986,d09bf4,13,3,13,2020-01-19 06:14:16.848307
726,2099f9,fbd793,1,1,1,2020-02-26 17:17:53.788
727,2099f9,fbd793,2,1,2,2020-02-26 17:18:20.458921
728,2099f9,fbd793,6,1,3,2020-02-26 17:18:42.381771
729,2099f9,fbd793,11,1,4,2020-02-26 17:19:22.339025
730,2099f9,fbd793,11,2,5,2020-02-26 17:20:01.005375
731,2099f9,fbd793,12,1,6,2020-02-26 17:20:41.881015
732,2099f9,fbd793,13,3,7,2020-02-26 17:21:31.318011
733,57c971,28dd2c,1,1,1,2020-01-14 09:44:11.62718
734,57c971,28dd2c,2,1,2,2020-01-14 09:44:31.349753
735,57c971,28dd2c,3,1,3,2020-01-14 09:45:27.30485
736,57c971,28dd2c,4,1,4,2020-01-14 09:45:35.827274
737,57c971,28dd2c,5,1,5,2020-01-14 09:45:46.201143
738,57c971,28dd2c,7,1,6,2020-01-14 09:46:04.463109
739,57c971,28dd2c,7,2,7,2020-01-14 09:46:20.334717
740,57c971,28dd2c,9,1,8,2020-01-14 09:46:22.615904
741,57c971,28dd2c,9,2,9,2020-01-14 09:46:50.532626
742,57c971,28dd2c,11,1,10,2020-01-14 09:47:02.835629
743,cf4108,35f4a8,1,1,1,2020-01-15 21:23:57.430621
744,cf4108,35f4a8,2,1,2,2020-01-15 21:24:49.385095
745,cf4108,35f4a8,5,1,3,2020-01-15 21:25:31.363267
746,cf4108,35f4a8,6,1,4,2020-01-15 21:26:09.065931
747,cf4108,35f4a8,6,2,5,2020-01-15 21:26:46.202662
748,cf4108,35f4a8,10,1,6,2020-01-15 21:27:21.509331
749,cf4108,35f4a8,10,2,7,2020-01-15 21:28:01.152218
750,cf4108,35f4a8,11,1,8,2020-01-15 21:28:54.096626
751,cf4108,35f4a8,12,1,9,2020-01-15 21:29:04.33274
752,cf4108,35f4a8,13,3,10,2020-01-15 21:29:33.147377
753,c7b2d0,d1fe17,1,1,1,2020-02-11 13:29:14.625533
754,c7b2d0,d1fe17,2,1,2,2020-02-11 13:29:44.931633
755,c7b2d0,d1fe17,4,1,3,2020-02-11 13:30:43.921463
756,c7b2d0,d1fe17,4,2,4,2020-02-11 13:30:53.498917
757,c7b2d0,d1fe17,5,1,5,2020-02-11 13:31:40.589904
758,c7b2d0,d1fe17,6,1,6,2020-02-11 13:32:06.222403
759,c7b2d0,d1fe17,8,1,7,2020-02-11 13:32:56.221092
760,c7b2d0,d1fe17,10,1,8,2020-02-11 13:33:24.227588
761,c7b2d0,d1fe17,10,2,9,2020-02-11 13:33:38.788483
762,c7b2d0,d1fe17,11,1,10,2020-02-11 13:34:24.267727
763,c7b2d0,d1fe17,11,2,11,2020-02-11 13:35:12.209302
764,c7b2d0,d1fe17,12,1,12,2020-02-11 13:36:03.813317
765,c7b2d0,d1fe17,13,3,13,2020-02-11 13:36:39.215878
766,1526dd,f033ab,1,1,1,2020-01-22 16:02:29.543943
767,1526dd,f033ab,2,1,2,2020-01-22 16:03:11.154306
768,1526dd,f033ab,4,1,3,2020-01-22 16:03:38.171305
769,1526dd,f033ab,4,2,4,2020-01-22 16:04:09.81708
770,1526dd,f033ab,6,1,5,2020-01-22 16:04:35.880143
771,1526dd,f033ab,7,1,6,2020-01-22 16:05:16.942848
772,1526dd,f033ab,7,2,7,2020-01-22 16:05:59.981129
773,1526dd,f033ab,8,1,8,2020-01-22 16:06:58.365839
774,1526dd,f033ab,8,2,9,2020-01-22 16:07:34.314879
775,1526dd,f033ab,11,1,10,2020-01-22 16:08:17.800355
776,1526dd,f033ab,12,1,11,2020-01-22 16:08:59.001329
777,c3019e,43ec51,1,1,1,2020-02-26 08:36:20.44342
778,c3019e,43ec51,2,1,2,2020-02-26 08:37:12.627047
779,c3019e,43ec51,3,1,3,2020-02-26 08:37:15.470714
780,c3019e,43ec51,4,1,4,2020-02-26 08:37:54.321454
781,c3019e,43ec51,6,1,5,2020-02-26 08:38:37.572641
782,c3019e,43ec51,7,1,6,2020-02-26 08:38:56.747863
783,c3019e,43ec51,7,2,7,2020-02-26 08:39:55.247494
784,c3019e,43ec51,8,1,8,2020-02-26 08:40:16.700895
785,c3019e,43ec51,11,1,9,2020-02-26 08:41:16.12005
786,c3019e,43ec51,12,1,10,2020-02-26 08:42:04.474092
787,c3019e,43ec51,13,3,11,2020-02-26 08:42:42.587645
788,d430e2,9778d5,1,1,1,2020-01-12 21:11:42.983532
789,d430e2,9778d5,2,1,2,2020-01-12 21:11:43.173301
790,d430e2,9778d5,3,1,3,2020-01-12 21:12:37.751459
791,d430e2,9778d5,4,1,4,2020-01-12 21:13:12.205643
792,d430e2,9778d5,6,1,5,2020-01-12 21:13:59.344354
793,d430e2,9778d5,7,1,6,2020-01-12 21:14:52.891405
794,d430e2,9778d5,8,1,7,2020-01-12 21:15:10.745977
795,d430e2,9778d5,9,1,8,2020-01-12 21:15:33.915999
796,d430e2,9778d5,11,1,9,2020-01-12 21:16:14.237082
797,d430e2,9778d5,11,2,10,2020-01-12 21:16:19.090112
798,d430e2,9778d5,12,1,11,2020-01-12 21:16:57.045595
799,d41f51,fe9fc2,1,1,1,2020-02-28 17:46:54.397531
800,d41f51,fe9fc2,2,1,2,2020-02-28 17:47:35.570078
801,d41f51,fe9fc2,3,1,3,2020-02-28 17:48:35.388704
802,d41f51,fe9fc2,3,2,4,2020-02-28 17:49:17.345382
803,d41f51,fe9fc2,4,1,5,2020-02-28 17:50:07.627977
804,d41f51,fe9fc2,5,1,6,2020-02-28 17:50:12.250614
805,d41f51,fe9fc2,9,1,7,2020-02-28 17:50:31.777619
806,d41f51,fe9fc2,10,1,8,2020-02-28 17:51:30.196421
